player_name,session_date,venue_soil_type,pressure_scenario,release_speed,release_angle,deviation_degrees,pitch_distance_from_stumps_m,bounce_height_m
Virat Kohli,2026-06-05,Eden Gardens Clay,Low,105.38858167428012,12.30058772893068,-0.14704977418708864,1.83337936037972,0.8088465330027318
Virat Kohli,2026-06-05,Eden Gardens Clay,Low,112.06390468121289,9.0197973185286,0.5736740936530011,1.8207188790913476,0.8033493618332803
Virat Kohli,2026-06-05,Wankhede Red Soil,Low,104.72028356908311,14.52260039503424,-0.3559559429491135,1.6293891665445381,0.6771928183481905
Virat Kohli,2026-06-05,Chepauk Black Soil,Low,117.9948205147274,12.154103672779407,1.0533381089671627,4.103631221063088,0.4680887709647726
Virat Kohli,2026-06-05,Eden Gardens Clay,High,114.8233955793212,14.401887797760377,-0.5753856747227857,4.732728513418046,0.7146296546807446
Virat Kohli,2026-06-05,Chepauk Black Soil,Low,115.06781385407209,13.831150373044746,0.7965245993411192,2.8544568865799853,0.6021355205981616
Virat Kohli,2026-06-05,Chepauk Black Soil,Low,116.5650234731466,15.194308331720762,-1.0312460563787882,3.9231986779333243,0.8033669789749311
Virat Kohli,2026-06-05,Chepauk Black Soil,Low,105.00795021892077,14.00072235338778,0.6227562455124956,2.552584298041596,0.715869100231936
Virat Kohli,2026-06-05,Wankhede Red Soil,Low,110.9366051892886,13.253261493999165,-0.2508894250233212,6.087508951947369,0.8314818385826787
Virat Kohli,2026-06-05,Wankhede Red Soil,High,103.96645845938829,9.24620431510398,-0.4745656710287886,4.582802498620354,1.015642857447291
Virat Kohli,2026-06-05,Eden Gardens Clay,Low,109.7887048997681,11.39546335792347,0.5815970711304952,5.018834917286771,0.9007584747570678
Virat Kohli,2026-06-05,Wankhede Red Soil,High,105.111970993461,11.810123734716413,0.1740131878589528,4.155965279755626,0.7475110360166232
Virat Kohli,2026-06-05,Wankhede Red Soil,Low,101.70058650347052,11.726121722639402,-0.18430324427165648,5.981603078127851,0.9879402645411645
Virat Kohli,2026-06-05,Chepauk Black Soil,Low,114.2531503418649,9.913849850793754,-1.1423812865003358,4.458221596087385,0.5782849966730207
Virat Kohli,2026-06-05,Eden Gardens Clay,Low,104.36921945154249,9.681402196302122,-0.9454868313319411,5.22078321318698,0.8282104263832932
Virat Kohli,2026-06-05,Eden Gardens Clay,Low,100.35844646683658,9.885201546284856,0.06978104286921827,1.7772776026175705,0.8458766135843165
Virat Kohli,2026-06-05,Eden Gardens Clay,High,97.82669914942308,13.8372701725782,0.038102937302932016,3.543498895190674,0.5423392586844531
Virat Kohli,2026-06-05,Eden Gardens Clay,Low,101.20562062243769,9.718230791520924,0.7215625771208476,1.5085047441888304,0.7696417770533661
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,100.15750924569345,9.410627654614661,-0.8158187051784389,3.6964499480224857,0.4278109431926752
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,110.49430367350931,8.530627722803366,1.1539473137593736,8.49213965471392,0.8176928392257844
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,108.49792238871048,13.774670492980265,-0.2851014845882866,4.9504316539467,0.7662969466093422
Rohit Sharma,2026-06-05,Eden Gardens Clay,Low,117.59663091394923,13.338365430764735,0.09188248855766656,5.165125088343464,0.9420160942336515
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,110.75062311343382,11.034902353831686,1.0691050396250315,5.229776710791983,0.7816858589523908
Rohit Sharma,2026-06-05,Eden Gardens Clay,Low,100.66773439487895,14.77158495808554,-0.010230726764519193,3.7850758619320075,0.9285727311454051
Rohit Sharma,2026-06-05,Wankhede Red Soil,Low,100.78575429115942,13.972987050026234,-0.4991719770315749,4.620132327755416,0.904763710206232
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,113.07066461660284,11.086993459082162,-0.7387391615276255,3.312147407891833,0.4414332672104811
Rohit Sharma,2026-06-05,Eden Gardens Clay,Low,103.80158378590671,15.317941812111336,-0.8694913786399487,6.590328761486247,0.7636045359611384
Rohit Sharma,2026-06-05,Wankhede Red Soil,Low,116.94456001806964,8.86114033581908,0.4795612279890016,4.489628389036167,0.7247626006056509
Rohit Sharma,2026-06-05,Wankhede Red Soil,Low,109.0988557559895,13.91745801147356,-0.4437794977623513,3.800128555229705,0.9175673344416622
Rohit Sharma,2026-06-05,Wankhede Red Soil,Low,115.70389028711809,10.753290279429198,0.4619528368822762,6.449318333316077,1.0662000127170914
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,102.83182244538662,10.103503447229803,-0.7632199678272966,6.328586015361336,0.8137020933380579
Rohit Sharma,2026-06-05,Eden Gardens Clay,High,103.39720575103205,12.018683275064939,0.7938810887743493,9.116327942751733,0.7686405146100446
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,103.17456937792979,10.695841149807688,0.4027880645631996,4.19773504329761,1.0300191055630985
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,103.65435852382386,10.947268448264076,-1.2088013050774098,6.00221364467223,0.6177571835042305
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,108.0189522671923,11.289307776806272,0.3290415381875535,8.166734073880992,0.5677667928558168
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,112.68976590426479,8.0839301494273,-0.9425518513728338,8.897268280105358,0.555642365976129
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,103.95231488103322,9.975157870800444,0.055606437394255796,4.943579523119545,0.784899847956699
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,108.37321152091175,12.09139196462023,0.7436959011983947,2.9779587808800883,0.5755135806811987
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,106.89775825762544,9.91845471731195,1.182904609220616,2.69368510416827,0.7416674471681421
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,108.1494244232826,9.916816596584512,-0.7700499465585301,2.906070828926332,0.5100375810164933
Rohit Sharma,2026-06-05,Eden Gardens Clay,Low,103.43469646082713,11.136473642134735,0.9733139582171846,2.674330097910609,0.7476006946915581
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,102.42285417514921,15.645950009039957,0.29370965661719056,4.238473762651837,0.5793149974432646
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,100.68165385861451,9.242966896126841,-0.7056022935679356,3.9142081960339974,0.6631203068722554
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,103.43401885214926,14.642918143375589,-0.155491995513861,5.094988726337731,0.9559156464490365
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,113.40760966538888,15.378867926114186,-0.5926138772868683,6.872774581641219,0.8952658628066003
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,105.06864439505426,13.478224003620605,0.4410354246962371,3.161230083186198,1.1279258938100039
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,106.88234657935354,14.744232427942336,0.650338622415755,4.83399436472004,0.9709024218376768
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,108.2320622258649,10.781248043838513,-0.6852691159874724,8.347932135803905,0.44517274300585497
Rohit Sharma,2026-06-05,Eden Gardens Clay,Low,114.00466780206726,15.805848335680993,-0.14056241821700444,2.11387911831934,0.8730421814005032
Rohit Sharma,2026-06-05,Wankhede Red Soil,Low,119.4225307388916,8.31551442193092,-0.13322566157537796,5.837842390245491,1.1103454444969745
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,106.28617194311612,9.505020775962384,0.9715421261746264,4.839812249828745,0.7482371613669564
Rohit Sharma,2026-06-05,Eden Gardens Clay,High,108.13363160687958,9.234289086852812,0.24133390247384034,5.558482656814992,0.6310235859181073
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,106.21562705159263,14.430632001256082,-0.4354958062959295,7.021616630816836,0.6394853178856975
Rohit Sharma,2026-06-05,Eden Gardens Clay,High,103.73437814985692,8.203771919134581,-3.355793264314677e-05,3.685702602953196,0.7956432651484641
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,96.76852009985325,9.473953073387815,-0.5630215572163888,6.694685054430738,0.8192588731435522
Rohit Sharma,2026-06-05,Eden Gardens Clay,Low,116.86279422260185,13.693191200532507,-0.6715171990276612,3.1545571888695685,0.9861948459695091
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,109.80739658526974,15.498388764942309,-0.3542579322880022,4.860021814214766,0.773680702076056
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,106.663528596486,13.95595000223004,0.22119772208644178,4.60902241854556,0.5035826121019269
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,113.68303061429854,15.064241622500187,-0.10936566575143997,6.955998201678181,1.0831974306629484
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,100.62444862650595,11.876764205676565,0.6053857877293265,5.2798785937244395,1.04089342513357
Rohit Sharma,2026-06-05,Wankhede Red Soil,Low,118.3507934836932,8.317973112246483,-0.5276390135814231,6.039818506868419,0.676904091890837
Rohit Sharma,2026-06-05,Eden Gardens Clay,High,102.76411008057516,14.690460547231904,0.49503594528014516,4.401427209473601,0.5984015691671216
Rohit Sharma,2026-06-05,Eden Gardens Clay,High,110.78102792833414,9.070187463147366,0.3257975684200003,2.1572967966783265,0.5630271322828122
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,101.2439990419612,11.904890459519121,0.9750626079880501,7.016230769915688,0.5744623818365279
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,108.18461192293645,15.076747404622441,0.9639211931862333,7.402373288763418,0.7443487382394754
Rohit Sharma,2026-06-05,Eden Gardens Clay,Low,111.74280840323854,9.134754102203216,0.5825550102942909,3.2906393753211076,0.5483466158231461
Rohit Sharma,2026-06-05,Eden Gardens Clay,Low,103.20741235793672,11.857965886471295,-0.8025267179874354,6.475489388278499,0.5568860405112048
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,115.82002906427496,12.82366308511507,0.9331186081696273,1.7982588677961808,0.6588049759619344
Rohit Sharma,2026-06-05,Wankhede Red Soil,High,104.39509471286344,8.978909513160986,0.38459978703411263,8.260017121675157,1.1513483961413726
Rohit Sharma,2026-06-05,Eden Gardens Clay,High,108.94507629828377,10.987988184796457,-0.832585568716709,4.731284579839687,0.8365663499116793
Rohit Sharma,2026-06-05,Chepauk Black Soil,Low,103.74533674540572,13.849315913564178,-0.32182714816747726,3.4613100509136823,0.4689242362486681
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,102.5899767857702,8.393211045054663,-1.0069251817333282,6.5685404084191035,0.7758194953042135
Rohit Sharma,2026-06-05,Wankhede Red Soil,Low,106.1143460890974,9.707349384987442,-0.3119915567546032,2.562152065833025,0.6585112750257404
Rohit Sharma,2026-06-05,Chepauk Black Soil,High,95.89114818125957,13.135360260653329,-0.9781656262363436,6.3962292300142165,0.5695473846281971
MS Dhoni,2026-06-05,Wankhede Red Soil,High,106.82878394422919,11.368717108899963,-0.45522941307912235,5.610596045746895,0.6850611894248915
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,102.12941993954139,11.703174357544121,-0.9818960605371504,3.7649211215277223,0.6178429757581821
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,117.15547520219302,15.179226126927341,-0.4965208292030733,4.446885073192978,0.6716313703295749
MS Dhoni,2026-06-05,Chepauk Black Soil,High,104.67895831363111,12.594242055483274,-0.3680207393646904,4.682275851909194,0.7983254981707402
MS Dhoni,2026-06-05,Chepauk Black Soil,High,108.39603135368435,12.210915055220886,-0.35511944739968093,7.047942204375402,0.5051977488011847
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,103.38674685572622,13.465581542511046,0.7281218637272366,2.8861358657470615,0.7623089427914802
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,107.02298264553288,12.718383455330217,1.0255999447597928,2.9200028002300886,0.584017243007509
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,108.14900446512672,12.21739662082079,0.6912052323432702,4.847045567063005,1.084805588782487
MS Dhoni,2026-06-05,Eden Gardens Clay,High,113.72100506043714,12.209449661032682,-0.5075140433254206,2.7370271650590663,0.8119809157401778
MS Dhoni,2026-06-05,Wankhede Red Soil,High,106.85871922718862,10.54329305120561,0.10468265265318788,3.144469494727873,0.8019601791907291
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,109.52149272199598,13.789068366612996,0.6606964806774317,5.309293400867203,0.7990182112255708
MS Dhoni,2026-06-05,Wankhede Red Soil,High,105.00347028458967,10.862645786004745,-0.13657773866061104,9.55868743059899,1.1493962408375893
MS Dhoni,2026-06-05,Wankhede Red Soil,High,108.55463118794867,11.044156657163157,0.4287121209854986,4.557833084282651,0.7077895156164127
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,111.28554281786055,15.381698123039598,0.17570512333027552,5.619494668663977,0.8168178285639104
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,102.6346879784176,8.711779397540134,-0.10420558644648709,5.98796354477527,0.6672701829192835
MS Dhoni,2026-06-05,Eden Gardens Clay,High,110.06659458129953,9.196298846611757,-0.5523752469071663,4.971798057693356,0.9048509450648412
MS Dhoni,2026-06-05,Eden Gardens Clay,Low,105.07651980247104,12.79372776502473,0.9554383326908871,5.987986567362956,0.9954921786360111
MS Dhoni,2026-06-05,Chepauk Black Soil,High,102.20424802898269,10.007135861334113,0.4565294775432526,5.278929151111796,0.8307598992827665
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,108.39230137492268,10.54172264736437,0.7418001033920127,6.946131072276827,0.8233745087520498
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,108.05285939341846,9.422845070116342,-0.08765961045283284,3.8623452593790972,0.8410050403768211
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,117.81144031263679,11.248320244670682,-1.2969182097771035,5.0712085834850615,0.49014285319113204
MS Dhoni,2026-06-05,Eden Gardens Clay,Low,114.96490207130256,12.462979638601043,0.1581268945389649,4.440328849408097,0.8392666298554982
MS Dhoni,2026-06-05,Wankhede Red Soil,High,105.70681650456743,13.59738337398393,0.2720507191283959,5.6418111898942245,0.9712046357538351
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,106.31876311961754,14.845325587784583,-0.2579730440212981,6.484353378396973,0.7629197794070659
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,107.32055457685772,15.966959292149937,0.05240536931836992,5.8329721189263495,0.6465376691487321
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,100.33875346351026,15.89245146433528,-0.10757359836634298,5.592560088228642,0.6950333527788829
MS Dhoni,2026-06-05,Eden Gardens Clay,Low,104.29012748975514,12.743726910568952,-0.5836390704390817,3.2294808638077095,0.9869644177088281
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,100.09776938576537,14.713523371143697,-0.27392951507364016,2.3493850794605287,0.7416467705164287
MS Dhoni,2026-06-05,Eden Gardens Clay,High,110.78021414708762,8.75009570636983,0.9982263671272895,7.107004432457276,0.9879521132989184
MS Dhoni,2026-06-05,Wankhede Red Soil,High,111.70181473971685,9.848912412805433,-0.27068879478549696,5.1670899833218344,0.9929394904749014
MS Dhoni,2026-06-05,Wankhede Red Soil,High,96.09318642080903,14.153181553525153,0.41566874733819525,4.131970889891633,0.9044002908601703
MS Dhoni,2026-06-05,Wankhede Red Soil,High,110.75850678502519,14.964871581177116,-0.7418206713810864,6.045641628901897,0.7593008590726049
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,118.73527225337875,12.110148215224541,0.06880476827077807,6.784368263514615,0.6928264293937685
MS Dhoni,2026-06-05,Chepauk Black Soil,High,107.38046103611171,8.083762126398119,0.28749771501426735,9.020387171725474,0.7901206724420424
MS Dhoni,2026-06-05,Wankhede Red Soil,High,102.69857764000412,10.577761649056868,0.0719806926559885,4.684125917514655,1.165965073890225
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,110.53393189203865,15.97080412542837,0.21978029357763643,6.4360879866192295,1.1497252694931965
MS Dhoni,2026-06-05,Wankhede Red Soil,High,109.4421437268093,12.427064145476347,-0.5740349395155638,4.979652800423595,0.9210179428429088
MS Dhoni,2026-06-05,Eden Gardens Clay,High,109.83171713098815,15.702211525163147,0.2023804334061199,2.414558012296753,0.7291372203857927
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,113.50228951047193,13.50427174569927,-0.49255689837101074,5.901106767690371,0.8157929546610665
MS Dhoni,2026-06-05,Eden Gardens Clay,High,102.33138754599013,15.666172720346879,-0.8333963932862831,5.557379919452957,0.5568865651968977
MS Dhoni,2026-06-05,Eden Gardens Clay,High,97.35444851286852,11.26722908141827,0.5049889827351424,5.300746090510511,0.6267056338853942
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,119.62820804031024,9.126107463815451,-0.9074920136629024,3.9682231945801543,0.6795280087900644
MS Dhoni,2026-06-05,Eden Gardens Clay,Low,109.57556264759911,13.69180575286126,-0.7383511642687233,1.7528464020930432,0.9211278060980385
MS Dhoni,2026-06-05,Wankhede Red Soil,High,99.6124138824851,11.732082804938509,0.7343738007339866,5.731691060515297,0.670994689869167
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,115.58100322169473,10.268542687966617,0.2335918585170667,2.660188685090174,1.1417671205771511
MS Dhoni,2026-06-05,Eden Gardens Clay,High,102.41318021385972,8.18371194735714,-0.49699354649037875,5.143526351057649,0.8823978877405507
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,114.08033320575163,8.748469826642438,0.15097179126497873,1.6954023094561002,0.6215564073640433
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,103.89851028384305,14.44856293011356,0.3155933707093015,2.221150629219566,1.1185723684293318
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,108.93524558208983,9.076613918659373,0.14813347152331652,5.316874833984281,0.7450061239182736
MS Dhoni,2026-06-05,Wankhede Red Soil,Low,101.13854483240733,8.79973853191018,0.160539135649897,1.8308778090802502,1.1432438480534814
MS Dhoni,2026-06-05,Wankhede Red Soil,High,96.49901428067709,15.614048208057365,-0.23475008861053298,8.868303382311732,1.1655924335099628
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,112.58143258862634,10.979786507847848,-1.0763935625059753,2.1177173238043516,0.7840293888574286
MS Dhoni,2026-06-05,Chepauk Black Soil,Low,104.2674870183449,11.2186633045498,0.5551810857248899,6.506019337076925,0.49770850387581445
MS Dhoni,2026-06-05,Eden Gardens Clay,Low,110.13601727622327,14.024159272360308,0.1276864122947976,2.038538293741831,0.9395701079401794
Jasprit Bumrah,2026-06-05,Chepauk Black Soil,High,131.71431769094482,11.167248257080892,-0.8890964092904611,5.748559798616785,1.0916022813379411
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,Low,141.97986744262326,9.865279319510776,0.2356761102940046,2.7361642173820884,1.0270355990209221
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,High,139.73671684359056,10.507328792992617,0.47651628346896446,3.337501672536032,1.210140994339954
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,High,129.99134049953926,12.927443467215937,-0.705459397507421,7.504109554695072,1.539855193034002
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,High,126.986152957627,10.65552625344722,-0.05608409713618574,3.1434272073192693,1.6154031462136493
Jasprit Bumrah,2026-06-05,Chepauk Black Soil,Low,130.2036409784629,8.364105790733795,-1.0527242858647499,4.565370029059305,0.7573607222841475
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,Low,139.5074594201277,9.622651727811139,-0.14982257256378892,3.134686694629003,0.9792045358274357
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,High,137.40404890353966,8.132676248915121,0.5198693176877498,5.908655493809843,1.2656284559018822
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,High,128.52843446294182,14.331139596806867,0.7584392673921001,6.7048484145,0.8155800241717417
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,Low,138.01764461212986,14.850906690437178,0.28843756729930425,6.37782703404665,0.9450553996351776
Jasprit Bumrah,2026-06-05,Chepauk Black Soil,High,126.86398773566948,14.616946355325876,-1.0552254379053467,5.810017790451942,0.7302999435996957
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,Low,145.09010422150055,13.085615457656917,-0.14526591803330802,4.889158984947413,1.3759836363088596
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,High,131.43860025040183,9.129789552948946,-0.9699374479004224,4.92936911177075,1.1931433970937264
Jasprit Bumrah,2026-06-05,Chepauk Black Soil,Low,148.56337020047513,10.992387044974093,-0.8544305014235868,5.520402645416141,0.7432844999165126
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,Low,130.85481805011406,13.679199274671467,-0.10667842111722942,4.783583118971301,1.38399266547835
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,Low,133.37659829160756,15.181918697970003,-0.11626605416187208,4.26985152719962,1.112173623824423
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,High,131.3965184910596,8.691856927133282,0.7715204478070297,6.912383378096808,1.6297031003258922
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,High,138.4841839352359,12.875018666284149,0.30182293452357245,6.82440301020622,1.5239181457828208
Jasprit Bumrah,2026-06-05,Chepauk Black Soil,High,138.69287193610316,13.467762115314587,0.13882403878697067,3.3877714244251624,1.2253510442447113
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,High,124.45642163504368,11.283250883471194,-0.7918336700558335,6.389720083171264,0.992298800826862
Jasprit Bumrah,2026-06-05,Chepauk Black Soil,Low,136.61139972801195,15.872690637239199,0.29685576835638455,3.5960466760424628,1.1664050184505115
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,Low,145.21213127579713,9.070400638238503,0.14563533099861314,4.223346617332808,1.3440665808700774
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,High,125.63531378987608,13.07765279271188,0.22395794839215832,7.482167785377583,0.9165963715877894
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,Low,141.3665432623275,15.666157189983487,-0.07210267820965087,6.975716835226395,1.4869811168324365
Jasprit Bumrah,2026-06-05,Wankhede Red Soil,High,139.78301597799106,10.431206516535367,-0.6157520358708624,6.546320943061625,0.9849170326447905
Jasprit Bumrah,2026-06-05,Chepauk Black Soil,High,143.25763921221665,11.986127348700746,-1.2748345886931982,8.004530608376017,1.1543539399390395
Jasprit Bumrah,2026-06-05,Eden Gardens Clay,High,136.233420903421,12.537306938409063,-0.9955777948220581,3.0887160521019066,0.9402774597537934
